city,state_id,state_name,county_name,lat,lng
Holiday City,OH,Ohio,Williams,41.6182,-84.5385
Holiday Lakes,OH,Ohio,Huron,41.0923,-82.7292
Holiday Valley,OH,Ohio,Clark,39.8536,-83.962
Holland,OH,Ohio,Lucas,41.6192,-83.7083
Hollansburg,OH,Ohio,Darke,39.9986,-84.7927
Holloway,OH,Ohio,Belmont,40.1621,-81.1313
Holmesville,OH,Ohio,Holmes,40.629,-81.9233
Homeworth,OH,Ohio,Columbiana,40.8358,-81.0649
Hooven,OH,Ohio,Hamilton,39.1864,-84.7632
Hopedale,OH,Ohio,Harrison,40.3265,-80.8954
Howard,OH,Ohio,Knox,40.4092,-82.3275
Howland Center,OH,Ohio,Trumbull,41.2483,-80.7444
Hoytville,OH,Ohio,Wood,41.19,-83.7844
Hubbard,OH,Ohio,Trumbull,41.1595,-80.5672
Huber Heights,OH,Ohio,Montgomery,39.8595,-84.113
Huber Ridge,OH,Ohio,Franklin,40.0909,-82.9174
Hudson,OH,Ohio,Summit,41.2399,-81.4408
Hunter,OH,Ohio,Warren,39.4947,-84.2903
Hunting Valley,OH,Ohio,Cuyahoga,41.4802,-81.4108
Huntsville,OH,Ohio,Logan,40.4424,-83.8043
Huron,OH,Ohio,Erie,41.3913,-82.5635
Iberia,OH,Ohio,Morrow,40.6747,-82.8403
Independence,OH,Ohio,Cuyahoga,41.378,-81.6385
Irondale,OH,Ohio,Jefferson,40.5728,-80.7259
Ironton,OH,Ohio,Lawrence,38.5319,-82.6777
Ithaca,OH,Ohio,Darke,39.9378,-84.5533
Jackson,OH,Ohio,Jackson,39.046,-82.6492
Jackson Center,OH,Ohio,Shelby,40.4385,-84.0413
Jacksonburg,OH,Ohio,Butler,39.5383,-84.5035
Jacksonville,OH,Ohio,Athens,39.4762,-82.0799
Jamestown,OH,Ohio,Greene,39.6599,-83.7424
Jefferson,OH,Ohio,Ashtabula,41.7384,-80.7689
Jeffersonville,OH,Ohio,Fayette,39.6522,-83.555
Jenera,OH,Ohio,Hancock,40.8995,-83.7271
Jeromesville,OH,Ohio,Ashland,40.8037,-82.1965
Jerry City,OH,Ohio,Wood,41.2537,-83.6023
Jerusalem,OH,Ohio,Monroe,39.8519,-81.0961
Jewett,OH,Ohio,Harrison,40.3681,-81.0031
Johnstown,OH,Ohio,Licking,40.15,-82.6881
Junction City,OH,Ohio,Perry,39.7218,-82.2997
Kalida,OH,Ohio,Putnam,40.9854,-84.1945
Kanauga,OH,Ohio,Gallia,38.8411,-82.1495
Kansas,OH,Ohio,Seneca,41.2452,-83.2839
Kelleys Island,OH,Ohio,Erie,41.6033,-82.7029
Kent,OH,Ohio,Portage,41.149,-81.361
Kenton,OH,Ohio,Hardin,40.6448,-83.6095
Kenwood,OH,Ohio,Hamilton,39.2067,-84.3746
Kettering,OH,Ohio,Montgomery,39.6957,-84.1495
Kettlersville,OH,Ohio,Shelby,40.4389,-84.2597
Kidron,OH,Ohio,Wayne,40.744,-81.7467
Kilbourne,OH,Ohio,Delaware,40.3323,-82.9592
Killbuck,OH,Ohio,Holmes,40.4961,-81.9825
Kimbolton,OH,Ohio,Guernsey,40.1508,-81.5758
Kings Mills,OH,Ohio,Warren,39.3586,-84.2505
Kingston,OH,Ohio,Ross,39.4723,-82.912
Kinsman Center,OH,Ohio,Trumbull,41.4544,-80.5854
Kipton,OH,Ohio,Lorain,41.2665,-82.3039
Kirby,OH,Ohio,Wyandot,40.8135,-83.4194
Kirkersville,OH,Ohio,Licking,39.95,-82.5985
Kirtland,OH,Ohio,Lake,41.5969,-81.3406
Kirtland Hills,OH,Ohio,Lake,41.6362,-81.3193
Kunkle,OH,Ohio,Williams,41.6359,-84.4941
La Croft,OH,Ohio,Columbiana,40.6469,-80.5998
La Rue,OH,Ohio,Marion,40.578,-83.3821
Lafayette,OH,Ohio,Allen,40.7589,-83.9499
Lafferty,OH,Ohio,Belmont,40.1142,-81.019
LaGrange,OH,Ohio,Lorain,41.2401,-82.1181
Lake Buckhorn,OH,Ohio,Holmes,40.4744,-81.9082
Lake Darby,OH,Ohio,Franklin,39.9604,-83.2243
Lake Lakengren,OH,Ohio,Preble,39.6894,-84.69
Lake Lorelei,OH,Ohio,Brown,39.1875,-83.9716
Lake Milton,OH,Ohio,Mahoning,41.096,-80.9812
Lake Mohawk,OH,Ohio,Carroll,40.6608,-81.1928
Lake Seneca,OH,Ohio,Williams,41.6695,-84.6516
Lake Tomahawk,OH,Ohio,Columbiana,40.7638,-80.5952
Lake Waynoka,OH,Ohio,Brown,38.9401,-83.7786
Lakeline,OH,Ohio,Lake,41.6596,-81.4543
Lakemore,OH,Ohio,Summit,41.0215,-81.4264
Lakeside,OH,Ohio,Ottawa,41.5408,-82.7534
Lakeview,OH,Ohio,Logan,40.4875,-83.9266
Lakewood,OH,Ohio,Cuyahoga,41.4824,-81.8008
Lancaster,OH,Ohio,Fairfield,39.7249,-82.6049
Landen,OH,Ohio,Warren,39.3153,-84.277
Lansing,OH,Ohio,Belmont,40.0758,-80.7919
Latty,OH,Ohio,Paulding,41.0879,-84.5832
Laura,OH,Ohio,Miami,39.9952,-84.4083
Laurelville,OH,Ohio,Hocking,39.4719,-82.7374
Leavittsburg,OH,Ohio,Trumbull,41.2452,-80.8789
Lebanon,OH,Ohio,Warren,39.4251,-84.2135
Leesburg,OH,Ohio,Highland,39.3418,-83.552
Leesville,OH,Ohio,Carroll,40.4519,-81.2095
Leetonia,OH,Ohio,Columbiana,40.8785,-80.7623
Leipsic,OH,Ohio,Putnam,41.1096,-83.9674
Lewisburg,OH,Ohio,Preble,39.8508,-84.5434
Lewistown,OH,Ohio,Logan,40.4237,-83.8846
Lewisville,OH,Ohio,Monroe,39.7671,-81.2182
Lexington,OH,Ohio,Richland,40.68,-82.5793
Liberty Center,OH,Ohio,Henry,41.4436,-84.0078
Lima,OH,Ohio,Allen,40.741,-84.1121
Limaville,OH,Ohio,Stark,40.9842,-81.1482
Lincoln Heights,OH,Ohio,Hamilton,39.2434,-84.457
Lincoln Village,OH,Ohio,Franklin,39.9532,-83.1314
Lindsey,OH,Ohio,Sandusky,41.4217,-83.221
Linndale,OH,Ohio,Cuyahoga,41.4449,-81.7669
Lisbon,OH,Ohio,Columbiana,40.7752,-80.7628
Lithopolis,OH,Ohio,Fairfield,39.8113,-82.8155
Little Hocking,OH,Ohio,Washington,39.2608,-81.702
Lockbourne,OH,Ohio,Franklin,39.8078,-82.9837
Lockington,OH,Ohio,Shelby,40.2075,-84.2358
Lockland,OH,Ohio,Hamilton,39.2278,-84.4565
Lodi,OH,Ohio,Medina,41.0348,-82.0122
Logan,OH,Ohio,Hocking,39.5386,-82.4063
Logan Elm Village,OH,Ohio,Pickaway,39.5705,-82.9471
London,OH,Ohio,Madison,39.8936,-83.4376
Lorain,OH,Ohio,Lorain,41.4409,-82.184
Lordstown,OH,Ohio,Trumbull,41.1684,-80.859
Lore City,OH,Ohio,Guernsey,39.9832,-81.4601
Loudonville,OH,Ohio,Ashland,40.6342,-82.2328
Louisville,OH,Ohio,Stark,40.8371,-81.2643
Loveland,OH,Ohio,Hamilton,39.2679,-84.2731
Loveland Park,OH,Ohio,Warren,39.2943,-84.2636
Lowell,OH,Ohio,Washington,39.5292,-81.5068
Lowellville,OH,Ohio,Mahoning,41.039,-80.5463
Lower Salem,OH,Ohio,Washington,39.5635,-81.3942
Lucas,OH,Ohio,Richland,40.7042,-82.4222
Lucasville,OH,Ohio,Scioto,38.8783,-82.9934
Luckey,OH,Ohio,Wood,41.4525,-83.4839
Ludlow Falls,OH,Ohio,Miami,39.9981,-84.3392
Lynchburg,OH,Ohio,Highland,39.2401,-83.7883
Lyndhurst,OH,Ohio,Cuyahoga,41.5172,-81.4922
Lyons,OH,Ohio,Fulton,41.7004,-84.0718
Macedonia,OH,Ohio,Summit,41.3147,-81.4989
Mack,OH,Ohio,Hamilton,39.1503,-84.6792
Macksburg,OH,Ohio,Washington,39.6314,-81.4562
Madeira,OH,Ohio,Hamilton,39.1856,-84.3734
Madison,OH,Ohio,Lake,41.7722,-81.053
Magnetic Springs,OH,Ohio,Union,40.3533,-83.2628
Magnolia,OH,Ohio,Stark,40.653,-81.2928
Maineville,OH,Ohio,Warren,39.3126,-84.1985
Malinta,OH,Ohio,Henry,41.3196,-84.0353
Malta,OH,Ohio,Morgan,39.6515,-81.8639
Malvern,OH,Ohio,Carroll,40.6894,-81.1804
Manchester,OH,Ohio,Adams,38.6902,-83.6053
Mansfield,OH,Ohio,Richland,40.7656,-82.5275
Mantua,OH,Ohio,Portage,41.2819,-81.2221
Maple Heights,OH,Ohio,Cuyahoga,41.4094,-81.5625
Maple Ridge,OH,Ohio,Mahoning,40.9143,-81.0468
Maplewood Park,OH,Ohio,Trumbull,41.1393,-80.5798
Marble Cliff,OH,Ohio,Franklin,39.9857,-83.0614
Marblehead,OH,Ohio,Ottawa,41.5223,-82.7279
Marengo,OH,Ohio,Morrow,40.4008,-82.8109
Mariemont,OH,Ohio,Hamilton,39.1429,-84.3784
Marietta,OH,Ohio,Washington,39.4241,-81.4465
Marion,OH,Ohio,Marion,40.5933,-83.1237
Marlboro,OH,Ohio,Stark,40.9504,-81.2166
Marne,OH,Ohio,Licking,40.0725,-82.3091
Marseilles,OH,Ohio,Wyandot,40.7012,-83.3923
Marshallville,OH,Ohio,Wayne,40.8996,-81.733
Martins Ferry,OH,Ohio,Belmont,40.1014,-80.7253
Martinsburg,OH,Ohio,Knox,40.2695,-82.3545
Martinsville,OH,Ohio,Clinton,39.3224,-83.8109
Marysville,OH,Ohio,Union,40.2278,-83.3595
Mason,OH,Ohio,Warren,39.3571,-84.3023
Massillon,OH,Ohio,Stark,40.7838,-81.5254
Masury,OH,Ohio,Trumbull,41.2083,-80.5378
Matamoras,OH,Ohio,Washington,39.5204,-81.0684
Maumee,OH,Ohio,Lucas,41.5696,-83.6636
Mayfield,OH,Ohio,Cuyahoga,41.5501,-81.4369
Mayfield Heights,OH,Ohio,Cuyahoga,41.5175,-81.4534
McArthur,OH,Ohio,Vinton,39.2466,-82.4787
McClure,OH,Ohio,Henry,41.371,-83.9415
McComb,OH,Ohio,Hancock,41.1068,-83.7898
McConnelsville,OH,Ohio,Morgan,39.6568,-81.8467
McCutchenville,OH,Ohio,Seneca,40.9944,-83.2547
McDermott,OH,Ohio,Scioto,38.8344,-83.0583
McDonald,OH,Ohio,Trumbull,41.1634,-80.723
McGuffey,OH,Ohio,Hardin,40.6928,-83.7859
McKinley Heights,OH,Ohio,Trumbull,41.1859,-80.7177
Mechanicsburg,OH,Ohio,Champaign,40.0735,-83.5564
Medina,OH,Ohio,Medina,41.1358,-81.8694
Melmore,OH,Ohio,Seneca,41.0262,-83.1049
Melrose,OH,Ohio,Paulding,41.0887,-84.4201
Mendon,OH,Ohio,Mercer,40.6733,-84.5175
Mentor,OH,Ohio,Lake,41.6895,-81.3361
Mentor-on-the-Lake,OH,Ohio,Lake,41.7135,-81.365
Metamora,OH,Ohio,Fulton,41.7114,-83.9057
Meyers Lake,OH,Ohio,Stark,40.8159,-81.4165
Miami Heights,OH,Ohio,Hamilton,39.1687,-84.7152
Miamisburg,OH,Ohio,Montgomery,39.6323,-84.2725
Miamitown,OH,Ohio,Hamilton,39.2171,-84.7095
Miamiville,OH,Ohio,Clermont,39.2123,-84.3001
Middle Point,OH,Ohio,Van Wert,40.8559,-84.4463
Middleburg Heights,OH,Ohio,Cuyahoga,41.3695,-81.8151
Middlefield,OH,Ohio,Geauga,41.4604,-81.0734
Middleport,OH,Ohio,Meigs,38.9948,-82.0643
Middletown,OH,Ohio,Butler,39.5032,-84.366
Midland,OH,Ohio,Clinton,39.3068,-83.9105
Midvale,OH,Ohio,Tuscarawas,40.4357,-81.3698
Midway,OH,Ohio,Madison,39.7329,-83.4764
Mifflin,OH,Ohio,Ashland,40.7734,-82.3639
Milan,OH,Ohio,Erie,41.2883,-82.5995
Milford,OH,Ohio,Clermont,39.1699,-84.2811
Milford Center,OH,Ohio,Union,40.1791,-83.4381
Millbury,OH,Ohio,Wood,41.5648,-83.4255
Milledgeville,OH,Ohio,Fayette,39.5934,-83.5878
Miller City,OH,Ohio,Putnam,41.1035,-84.1304
Millersburg,OH,Ohio,Holmes,40.5534,-81.9171
Millersport,OH,Ohio,Fairfield,39.8982,-82.5388
Millfield,OH,Ohio,Athens,39.434,-82.0949
Millville,OH,Ohio,Butler,39.3924,-84.6528
Milton Center,OH,Ohio,Wood,41.3008,-83.8295
Miltonsburg,OH,Ohio,Monroe,39.8313,-81.1646
Mineral City,OH,Ohio,Tuscarawas,40.6018,-81.361
Mineral Ridge,OH,Ohio,Trumbull,41.1379,-80.7653
Minerva,OH,Ohio,Stark,40.7306,-81.1022
Minerva Park,OH,Ohio,Franklin,40.077,-82.9407
Minford,OH,Ohio,Scioto,38.8618,-82.8552
Mingo Junction,OH,Ohio,Jefferson,40.3244,-80.6174
Minster,OH,Ohio,Auglaize,40.3947,-84.3789
Mitiwanga,OH,Ohio,Erie,41.3813,-82.466
Mogadore,OH,Ohio,Summit,41.0523,-81.3993
Monfort Heights,OH,Ohio,Hamilton,39.1822,-84.6075
Monroe,OH,Ohio,Butler,39.4461,-84.3666
Monroeville,OH,Ohio,Huron,41.244,-82.7018
Montezuma,OH,Ohio,Mercer,40.4892,-84.5497
Montgomery,OH,Ohio,Hamilton,39.2496,-84.3457
Montpelier,OH,Ohio,Williams,41.5817,-84.5968
Montrose-Ghent,OH,Ohio,Summit,41.1538,-81.6438
Moraine,OH,Ohio,Montgomery,39.6983,-84.2459
Moreland Hills,OH,Ohio,Cuyahoga,41.4422,-81.4294
Morgandale,OH,Ohio,Trumbull,41.267,-80.7958
Morral,OH,Ohio,Marion,40.6914,-83.2098
Morristown,OH,Ohio,Belmont,40.0638,-81.0695
Morrow,OH,Ohio,Warren,39.35,-84.1231
Moscow,OH,Ohio,Clermont,38.86,-84.2281
Mount Blanchard,OH,Ohio,Hancock,40.8986,-83.5568
Mount Carmel,OH,Ohio,Clermont,39.0978,-84.2995
Mount Cory,OH,Ohio,Hancock,40.9348,-83.8235
Mount Eaton,OH,Ohio,Wayne,40.6946,-81.7021
Mount Gilead,OH,Ohio,Morrow,40.5532,-82.8279
Mount Healthy,OH,Ohio,Hamilton,39.2338,-84.5469
Mount Healthy Heights,OH,Ohio,Hamilton,39.2702,-84.5693
Mount Orab,OH,Ohio,Brown,39.0293,-83.9267
Mount Pleasant,OH,Ohio,Jefferson,40.1759,-80.7996
Mount Repose,OH,Ohio,Clermont,39.1908,-84.2197
Mount Sterling,OH,Ohio,Madison,39.7134,-83.2734
Mount Vernon,OH,Ohio,Knox,40.3854,-82.4734
Mount Victory,OH,Ohio,Hardin,40.5338,-83.5211
Mowrystown,OH,Ohio,Highland,39.0405,-83.7518
Mulberry,OH,Ohio,Clermont,39.1975,-84.2511
Munroe Falls,OH,Ohio,Summit,41.1386,-81.4344
Murray City,OH,Ohio,Hocking,39.5097,-82.1678
Mutual,OH,Ohio,Champaign,40.0794,-83.6368
Napoleon,OH,Ohio,Henry,41.3978,-84.1244
Nashville,OH,Ohio,Holmes,40.5958,-82.1131
Navarre,OH,Ohio,Stark,40.7262,-81.5146
Neapolis,OH,Ohio,Lucas,41.4906,-83.8748
Neffs,OH,Ohio,Belmont,40.032,-80.8171
Negley,OH,Ohio,Columbiana,40.7927,-80.536
Nellie,OH,Ohio,Coshocton,40.3384,-82.0714
Nelsonville,OH,Ohio,Athens,39.456,-82.2219
Nettle Lake,OH,Ohio,Williams,41.6785,-84.7271
Nevada,OH,Ohio,Wyandot,40.8188,-83.1312
Neville,OH,Ohio,Clermont,38.8123,-84.2115
New Albany,OH,Ohio,Franklin,40.0802,-82.7883
New Alexandria,OH,Ohio,Jefferson,40.2916,-80.675
New Athens,OH,Ohio,Harrison,40.1845,-80.9948
New Baltimore,OH,Ohio,Hamilton,39.2744,-84.6705
New Bavaria,OH,Ohio,Henry,41.2038,-84.1673
New Bloomington,OH,Ohio,Marion,40.5837,-83.3125
New Boston,OH,Ohio,Scioto,38.7516,-82.9351
New Bremen,OH,Ohio,Auglaize,40.4356,-84.3777
New Burlington,OH,Ohio,Hamilton,39.2624,-84.552
New California,OH,Ohio,Union,40.1502,-83.2372
New Carlisle,OH,Ohio,Clark,39.9446,-84.0257
New Concord,OH,Ohio,Muskingum,39.9937,-81.7381
New Franklin,OH,Ohio,Summit,40.9525,-81.5838
New Hampshire,OH,Ohio,Auglaize,40.554,-83.9531
New Haven,OH,Ohio,Hamilton,39.2772,-84.744
New Holland,OH,Ohio,Pickaway,39.5544,-83.2595
New Knoxville,OH,Ohio,Auglaize,40.4943,-84.3158
New Lebanon,OH,Ohio,Montgomery,39.744,-84.3943
New Lexington,OH,Ohio,Perry,39.716,-82.208
New London,OH,Ohio,Huron,41.0796,-82.4066
New Madison,OH,Ohio,Darke,39.9676,-84.708
New Marshfield,OH,Ohio,Athens,39.3254,-82.2166
New Miami,OH,Ohio,Butler,39.4319,-84.5399
New Middletown,OH,Ohio,Mahoning,40.9646,-80.5597
New Paris,OH,Ohio,Preble,39.8565,-84.7922
New Philadelphia,OH,Ohio,Tuscarawas,40.486,-81.4402
New Pittsburg,OH,Ohio,Wayne,40.8416,-82.0989
New Richmond,OH,Ohio,Clermont,38.962,-84.2779
New Riegel,OH,Ohio,Seneca,41.0519,-83.319
New Straitsville,OH,Ohio,Perry,39.5793,-82.2343
New Vienna,OH,Ohio,Clinton,39.3256,-83.6937
New Washington,OH,Ohio,Crawford,40.9604,-82.8547
New Waterford,OH,Ohio,Columbiana,40.8478,-80.6188
New Weston,OH,Ohio,Darke,40.337,-84.6436
Newark,OH,Ohio,Licking,40.0705,-82.4251
Newburgh Heights,OH,Ohio,Cuyahoga,41.4509,-81.6627
Newcomerstown,OH,Ohio,Tuscarawas,40.2762,-81.5949
Newport,OH,Ohio,Washington,39.3965,-81.2248
Newton Falls,OH,Ohio,Trumbull,41.1888,-80.9712
Newtonsville,OH,Ohio,Clermont,39.1809,-84.0895
Newtown,OH,Ohio,Hamilton,39.1243,-84.3516
Ney,OH,Ohio,Defiance,41.3806,-84.5212
Niles,OH,Ohio,Trumbull,41.1878,-80.753
North Baltimore,OH,Ohio,Wood,41.1798,-83.6702
North Bend,OH,Ohio,Hamilton,39.1505,-84.7404
North Canton,OH,Ohio,Stark,40.8742,-81.3971
North College Hill,OH,Ohio,Hamilton,39.2174,-84.552
North Fairfield,OH,Ohio,Huron,41.1045,-82.6139
North Hampton,OH,Ohio,Clark,39.9893,-83.9442
North Kingsville,OH,Ohio,Ashtabula,41.9189,-80.6724
North Lawrence,OH,Ohio,Stark,40.8417,-81.6347
North Lewisburg,OH,Ohio,Champaign,40.2205,-83.5581
North Madison,OH,Ohio,Lake,41.8298,-81.0511
North Olmsted,OH,Ohio,Cuyahoga,41.415,-81.919
North Perry,OH,Ohio,Lake,41.8003,-81.1241
North Randall,OH,Ohio,Cuyahoga,41.4327,-81.5289
North Ridgeville,OH,Ohio,Lorain,41.3851,-82.0194
North Robinson,OH,Ohio,Crawford,40.7924,-82.8568
North Royalton,OH,Ohio,Cuyahoga,41.3138,-81.7452
North Star,OH,Ohio,Darke,40.3243,-84.569
North Zanesville,OH,Ohio,Muskingum,39.9905,-81.9982
Northbrook,OH,Ohio,Hamilton,39.2467,-84.5796
Northfield,OH,Ohio,Summit,41.3427,-81.5286
Northgate,OH,Ohio,Hamilton,39.2531,-84.5943
Northridge,OH,Ohio,Clark,39.9971,-83.777
Northwood,OH,Ohio,Wood,41.6089,-83.4836
Norton,OH,Ohio,Summit,41.0294,-81.6461
Norwalk,OH,Ohio,Huron,41.2443,-82.6088
Norwich,OH,Ohio,Muskingum,39.9844,-81.7925
Norwood,OH,Ohio,Hamilton,39.1605,-84.4535
Oak Harbor,OH,Ohio,Ottawa,41.5122,-83.1425
Oak Hill,OH,Ohio,Jackson,38.8962,-82.5691
Oakwood,OH,Ohio,Montgomery,39.7202,-84.1733
Oakwood,OH,Ohio,Cuyahoga,41.3668,-81.5036
Oakwood,OH,Ohio,Paulding,41.0927,-84.3747
Oberlin,OH,Ohio,Lorain,41.2857,-82.2197
Obetz,OH,Ohio,Franklin,39.8671,-82.9451
Oceola,OH,Ohio,Crawford,40.8442,-83.0947
Octa,OH,Ohio,Fayette,39.6133,-83.6107
Ohio City,OH,Ohio,Van Wert,40.7703,-84.6162
Old Fort,OH,Ohio,Seneca,41.2419,-83.1515
Old Washington,OH,Ohio,Guernsey,40.0376,-81.4442
Olde West Chester,OH,Ohio,Butler,39.3353,-84.4034
Olmsted Falls,OH,Ohio,Cuyahoga,41.3658,-81.9042
Ontario,OH,Ohio,Richland,40.771,-82.6105
Orange,OH,Ohio,Cuyahoga,41.4415,-81.4743
Orangeville,OH,Ohio,Trumbull,41.3421,-80.5277
Oregon,OH,Ohio,Lucas,41.6528,-83.4322
Orient,OH,Ohio,Pickaway,39.8056,-83.1528
Orrville,OH,Ohio,Wayne,40.848,-81.7743
Orwell,OH,Ohio,Ashtabula,41.5364,-80.8596
Osgood,OH,Ohio,Darke,40.3394,-84.4957
Ostrander,OH,Ohio,Delaware,40.2684,-83.2089
Ottawa,OH,Ohio,Putnam,41.0203,-84.0354
Ottawa Hills,OH,Ohio,Lucas,41.6682,-83.6433
Ottoville,OH,Ohio,Putnam,40.9343,-84.3383
Otway,OH,Ohio,Scioto,38.865,-83.1886
Owensville,OH,Ohio,Clermont,39.1242,-84.1366
Oxford,OH,Ohio,Butler,39.5061,-84.7434
Painesville,OH,Ohio,Lake,41.724,-81.2536
Palestine,OH,Ohio,Darke,40.0501,-84.7444
Pancoastburg,OH,Ohio,Fayette,39.6239,-83.2642
Pandora,OH,Ohio,Putnam,40.9474,-83.9567
Park Layne,OH,Ohio,Clark,39.8881,-84.0394
Parkman,OH,Ohio,Geauga,41.3722,-81.0591
Parma,OH,Ohio,Cuyahoga,41.3843,-81.7286
Parma Heights,OH,Ohio,Cuyahoga,41.3865,-81.7637
Parral,OH,Ohio,Tuscarawas,40.5609,-81.495
Pataskala,OH,Ohio,Licking,40.011,-82.7155
Patterson,OH,Ohio,Hardin,40.7822,-83.5263
Paulding,OH,Ohio,Paulding,41.1424,-84.5824
Payne,OH,Ohio,Paulding,41.0797,-84.7272
Peebles,OH,Ohio,Adams,38.9463,-83.4094
Pemberville,OH,Ohio,Wood,41.4096,-83.4588
Peninsula,OH,Ohio,Summit,41.2379,-81.5519
Pepper Pike,OH,Ohio,Cuyahoga,41.4801,-81.4619
Perry,OH,Ohio,Lake,41.7637,-81.143
Perry Heights,OH,Ohio,Stark,40.7977,-81.468
Perrysburg,OH,Ohio,Wood,41.5377,-83.6413
Perrysville,OH,Ohio,Ashland,40.6584,-82.3144
Pettisville,OH,Ohio,Fulton,41.5323,-84.2231
Pheasant Run,OH,Ohio,Lorain,41.2072,-82.1481
Phillipsburg,OH,Ohio,Montgomery,39.904,-84.4009
Philo,OH,Ohio,Muskingum,39.8613,-81.9088
Pickerington,OH,Ohio,Fairfield,39.889,-82.7678
Pigeon Creek,OH,Ohio,Summit,41.1101,-81.6723
Piketon,OH,Ohio,Pike,39.0649,-82.9985
Pioneer,OH,Ohio,Williams,41.6773,-84.5524
Piqua,OH,Ohio,Miami,40.1505,-84.2441
Pitsburg,OH,Ohio,Darke,39.9871,-84.488
Plain City,OH,Ohio,Madison,40.1067,-83.2693
Plainfield,OH,Ohio,Coshocton,40.205,-81.7181
Plainville,OH,Ohio,Hamilton,39.1439,-84.3593
Pleasant City,OH,Ohio,Guernsey,39.9033,-81.5437
Pleasant Grove,OH,Ohio,Muskingum,39.9513,-81.9593
Pleasant Hill,OH,Ohio,Miami,40.0506,-84.3462
Pleasant Hills,OH,Ohio,Hamilton,39.2365,-84.5229
Pleasant Plain,OH,Ohio,Warren,39.2784,-84.112
Pleasant Run,OH,Ohio,Hamilton,39.2927,-84.5757
Pleasant Run Farm,OH,Ohio,Hamilton,39.3017,-84.5493
Pleasantville,OH,Ohio,Fairfield,39.8098,-82.5224
Plumwood,OH,Ohio,Madison,40.0087,-83.4147
Plymouth,OH,Ohio,Huron,40.9966,-82.6672
Poland,OH,Ohio,Mahoning,41.022,-80.6156
Polk,OH,Ohio,Ashland,40.9449,-82.2147
Pomeroy,OH,Ohio,Meigs,39.0292,-82.034
Port Clinton,OH,Ohio,Ottawa,41.5096,-82.9385
Port Jefferson,OH,Ohio,Shelby,40.3305,-84.0925
Port Washington,OH,Ohio,Tuscarawas,40.3268,-81.5191
Port William,OH,Ohio,Clinton,39.5523,-83.7856
Portage,OH,Ohio,Wood,41.3232,-83.6468
Portage Lakes,OH,Ohio,Summit,41.0034,-81.5347
Portsmouth,OH,Ohio,Scioto,38.7539,-82.9446
Potsdam,OH,Ohio,Miami,39.9637,-84.4149
Pottery Addition,OH,Ohio,Jefferson,40.4031,-80.6241
Powell,OH,Ohio,Delaware,40.1684,-83.0826
Powhatan Point,OH,Ohio,Belmont,39.8625,-80.8098
Proctorville,OH,Ohio,Lawrence,38.4375,-82.3818
Prospect,OH,Ohio,Marion,40.454,-83.1848
Pulaski,OH,Ohio,Williams,41.5108,-84.5079
Put-in-Bay,OH,Ohio,Ottawa,41.6528,-82.8174
Quaker City,OH,Ohio,Guernsey,39.9697,-81.2973
Quincy,OH,Ohio,Logan,40.2956,-83.9687
Racine,OH,Ohio,Meigs,38.9685,-81.9112
Radnor,OH,Ohio,Delaware,40.3852,-83.1459
Rarden,OH,Ohio,Scioto,38.9233,-83.2425
Ravenna,OH,Ohio,Portage,41.1613,-81.2421
Rawson,OH,Ohio,Hancock,40.9569,-83.785
Rayland,OH,Ohio,Jefferson,40.1842,-80.6911
Raymond,OH,Ohio,Union,40.335,-83.4634
Reading,OH,Ohio,Hamilton,39.2243,-84.4333
Reminderville,OH,Ohio,Summit,41.3338,-81.4018
Remington,OH,Ohio,Hamilton,39.2285,-84.3232
Rendville,OH,Ohio,Perry,39.6199,-82.09
Reno,OH,Ohio,Washington,39.3769,-81.3932
Republic,OH,Ohio,Seneca,41.125,-83.0167
Reynoldsburg,OH,Ohio,Franklin,39.9587,-82.7944
Richfield,OH,Ohio,Summit,41.2353,-81.6421
Richmond,OH,Ohio,Jefferson,40.4329,-80.772
Richmond Dale,OH,Ohio,Ross,39.2042,-82.8122
Richmond Heights,OH,Ohio,Cuyahoga,41.5589,-81.5029
Richville,OH,Ohio,Stark,40.7529,-81.4684
Richwood,OH,Ohio,Union,40.4277,-83.2955
Ridgeville Corners,OH,Ohio,Henry,41.4386,-84.2553
Ridgeway,OH,Ohio,Hardin,40.5119,-83.5688
Rio Grande,OH,Ohio,Gallia,38.8797,-82.379
Ripley,OH,Ohio,Brown,38.7325,-83.8346
Risingsun,OH,Ohio,Wood,41.2671,-83.4268
Rittman,OH,Ohio,Wayne,40.9736,-81.7849
Riverlea,OH,Ohio,Franklin,40.0805,-83.0254
Riverside,OH,Ohio,Montgomery,39.7836,-84.1219
Roaming Shores,OH,Ohio,Ashtabula,41.6366,-80.8249
Robertsville,OH,Ohio,Stark,40.7619,-81.194
Rochester,OH,Ohio,Lorain,41.1246,-82.3058
Rock Creek,OH,Ohio,Ashtabula,41.6604,-80.8543
Rockbridge,OH,Ohio,Hocking,39.5862,-82.5262
Rockford,OH,Ohio,Mercer,40.6915,-84.6502
Rocky Fork Point,OH,Ohio,Highland,39.1878,-83.4901
Rocky Ridge,OH,Ohio,Ottawa,41.531,-83.2126
Rocky River,OH,Ohio,Cuyahoga,41.4703,-81.8526
Rogers,OH,Ohio,Columbiana,40.7897,-80.6275
Rome,OH,Ohio,Adams,38.6657,-83.3793
Rose Farm,OH,Ohio,Morgan,39.7359,-82.0779
